_id,OBJECTID,ID,ADDRESSNUMBERTEXT,ADDRESSSTREET,FRONTINGSTREET,SIDE,FROMSTREET,DIRECTION,SITEID,WARD,BIA,ASSETTYPE,STATUS,BARCODE,SDE_STATE_ID,geometry
2872,6217,LR-12695,54,Sidney Belsey Cres,Sidney Belsey Cres,North,Weston Rd,West,08863,05,None,WR2,Existing,L1108863,,"{""coordinates"": [[-79.5061698841873, 43.692963755011]], ""type"": ""MultiPoint""}"
2873,6218,LR-12712,82,The Queensway,The Queensway,South,Windermere Ave,West,08890,04,None,WR3,Existing,L1308890,,"{""coordinates"": [[-79.4702845582069, 43.6372159790449]], ""type"": ""MultiPoint""}"
2874,6219,LR-09492,150,Bermondsey Rd,Bermondsey Rd,North,Bartley Dr,West,T7531,16,None,WR1,Existing,L3407531,,"{""coordinates"": [[-79.314783275327, 43.7198370660725]], ""type"": ""MultiPoint""}"
2875,6220,LR-05804,375,Highway 27 N,Highway 27 N,East,Queen's Plate Dr,South,00108,01,None,WR2,Existing,L0200108,,"{""coordinates"": [[-79.597711769092, 43.7223453939723]], ""type"": ""MultiPoint""}"
2876,6221,LR-05821,138,Rathburn Rd,Rathburn Rd,North,Lloyd Manor Rd,West,00187,02,None,WR2,Existing,L0300187,,"{""coordinates"": [[-79.5473102441505, 43.6590039488009]], ""type"": ""MultiPoint""}"
2877,6222,LR-05831,660,Bathurst St,Harbord St,South,Bathurst St,West,00396,11,None,WR1,Existing,L1900396,,"{""coordinates"": [[-79.4099977979412, 43.6613804792928]], ""type"": ""MultiPoint""}"
2878,6223,LR-13973,1439,Bloor St W,Bloor St W,South,Perth Ave,West,10614,09,None,WR2,Existing,L1810614,,"{""coordinates"": [[-79.4490686350321, 43.656940876818]], ""type"": ""MultiPoint""}"
2879,6224,LR-07658,2700,Keele St,Keele St,West,Wilson Ave,South,04097,06,Wilson Village,WR4,Existing,L0904097,,"{""coordinates"": [[-79.4821759469428, 43.7261033815729]], ""type"": ""MultiPoint""}"
2880,6225,LR-07665,1250,Sheppard Ave W,Sheppard Ave W,North,Bakersfield St,West,T3106,06,DuKe Heights,WR2,Existing,L0903106,,"{""coordinates"": [[-79.4805571258077, 43.7543498527933]], ""type"": ""MultiPoint""}"
2881,6226,LR-07682,1393,Wilson Ave,Wilson Ave,South,William Cragg Dr,West,00823,06,None,WR2,Existing,L0900823,,"{""coordinates"": [[-79.5004934271795, 43.7223934040843]], ""type"": ""MultiPoint""}"
2882,6231,LR-13854,1921,Yonge St,Yonge St,East,Davisville Ave,North,10340,12,Midtown Yonge,WR2,Existing,L2210340,,"{""coordinates"": [[-79.3965928791042, 43.6987332864078]], ""type"": ""MultiPoint""}"
2883,6233,LR-14160,844,Sheppard Ave W,Wilmington Ave,West,Sheppard Ave W,North,T3187,06,None,WR4,Existing,L06T3187,,"{""coordinates"": [[-79.4523580260119, 43.7529122051273]], ""type"": ""MultiPoint""}"
2884,6234,LR-14176,338,Wilson Ave,Wilson Ave,North,401 C W Wilson Av Ramp,East,T15235,06,None,WR2,Existing,L1015235,,"{""coordinates"": [[-79.4375889580521, 43.7367393416042]], ""type"": ""MultiPoint""}"
2885,6235,LR-11250,298,Gerrard St E,Gerrard St E,North,Parliament St,East,04334,13,Cabbagetown,WR4,Existing,L2804334,,"{""coordinates"": [[-79.3666609336451, 43.6620878751192]], ""type"": ""MultiPoint""}"
2886,6243,LR-07324,327,Dixon Rd,Dixon Rd,South,Kipling Ave,East,520,02,None,WR2,Existing,L0400520,,"{""coordinates"": [[-79.5554246161766, 43.6949034680315]], ""type"": ""MultiPoint""}"
2887,6244,LR-07336,81,Lemonwood Dr,Eglinton Ave W,South,Royal York Rd,East,00209,02,None,WR2,Existing,L0400209,,"{""coordinates"": [[-79.5169644747256, 43.6832943916096]], ""type"": ""MultiPoint""}"
2888,6245,LR-07350,None,None,Islington Ave,East,The Kingsway,North,04149,02,None,WR2,Existing,L0404149,,"{""coordinates"": [[-79.5338490950973, 43.6687076530714]], ""type"": ""MultiPoint""}"
2889,6246,LR-11337,2692,Brimley Rd,Brimley Rd,West,Eglinton Ave E,North,01427,21,None,WR2,Existing,L3801427,,"{""coordinates"": [[-79.2484725731146, 43.736923108732]], ""type"": ""MultiPoint""}"
2890,6247,LR-11340,40,Dancy Ave,Kennedy Rd,West,Dancy Ave,North,04176,22,None,WR2,Existing,L3904176,,"{""coordinates"": [[-79.2990876178446, 43.8054817648735]], ""type"": ""MultiPoint""}"
2891,6248,LR-10287,1593,Bayview Ave,Bayview Ave,East,Fleming Cres,South,03586,15,Bayview Leaside,WR4,Existing,L2603586,,"{""coordinates"": [[-79.3751969317639, 43.7060883676237]], ""type"": ""MultiPoint""}"
2892,6249,LR-10291,12,Thorncliffe Park Dr,Thorncliffe Park Dr,North,Overlea Blvd,East,04983,15,None,WR1,Existing,L2604983,,"{""coordinates"": [[-79.3487852678443, 43.7045370551844]], ""type"": ""MultiPoint""}"
2893,6250,LR-14932,2742,Dundas St W,Dundas St W,North,Indian Road Cres,East,12046,04,None,WR1,Existing,L1412046,,"{""coordinates"": [[-79.4608277013936, 43.665208358135]], ""type"": ""MultiPoint""}"
2894,6251,LR-14975,251,Sorauren Ave,Sorauren Ave,East,Wabash Ave,South,12129,04,None,WR1,Existing,L1412129,,"{""coordinates"": [[-79.4437550500927, 43.6473302820317]], ""type"": ""MultiPoint""}"
2895,6252,LR-05949,190,Sherway Dr,The West Mall,South,Sherway Dr,West,06161,03,None,WR2,Existing,L0506161,,"{""coordinates"": [[-79.5606564652921, 43.60951559311]], ""type"": ""MultiPoint""}"
2896,6253,LR-05959,3674,Lake Shore Blvd W,Lake Shore Blvd W,North,Thirty Seventh St,East,06172,03,None,WR1,Existing,L0606172,,"{""coordinates"": [[-79.5376192681496, 43.5936711805497]], ""type"": ""MultiPoint""}"
2897,6254,LR-05961,6,Grand Ave,Grand Ave,West,Portland St,North,06174,03,None,WR1,Existing,L0606174,,"{""coordinates"": [[-79.4917653711886, 43.6212264604274]], ""type"": ""MultiPoint""}"
2898,6255,LR-05964,340,Royal York Rd,Royal York Rd,West,Newcastle St,South,06177,03,Mimico Village,WR4,Existing,L0606177,,"{""coordinates"": [[-79.4988667882856, 43.6170564788221]], ""type"": ""MultiPoint""}"
2899,6256,LR-05969,859,Bloor St W,Bloor St W,South,Roxton Rd,West,06183,11,Bloorcourt Village,WR4,Existing,L1906183,,"{""coordinates"": [[-79.4245550428627, 43.6621350107219]], ""type"": ""MultiPoint""}"
2900,6257,LR-05972,50,Royal York Rd,Royal York Rd,West,Murrie St,South,06208,03,None,WR1,Existing,L0606208,,"{""coordinates"": [[-79.4940878285045, 43.6057138185256]], ""type"": ""MultiPoint""}"
2901,6258,LR-13794,89,Gould St,Mutual St,West,Gould St,South,10248,13,None,WR2,Existing,L2710248,,"{""coordinates"": [[-79.3763438379408, 43.6583420122773]], ""type"": ""MultiPoint""}"
2902,6259,LR-13796,152,Dundas St E,Mutual St,East,Dundas St E,North,10250,13,None,WR2,Temporarily Removed,L2710250,,"{""coordinates"": [[-79.375630341364, 43.656975229559]], ""type"": ""MultiPoint""}"
2903,6260,LR-13797,136,Dundas St E,Mutual St,West,Dundas St E,North,10251,13,None,WR2,Temporarily Removed,L2710251,,"{""coordinates"": [[-79.3758106740519, 43.6570449160327]], ""type"": ""MultiPoint""}"
2904,6261,LR-13802,110,Queen St E,Queen St E,North,Jarvis St,West,10256,13,Historic Queen East,WR2,Existing,L2710256,,"{""coordinates"": [[-79.373582337926, 43.6537039979115]], ""type"": ""MultiPoint""}"
2905,6262,LR-13804,57,Glenwood Cres,O'Connor Dr,North,Glenwood Cres,West,2271,19,None,WR1,Existing,L3102271,,"{""coordinates"": [[-79.316257844079, 43.7023800828934]], ""type"": ""MultiPoint""}"
2906,6263,LR-13808,800,Islington Ave,Islington Ave,West,Evans Ave,South,10296,03,None,WR2,Existing,L0610296,,"{""coordinates"": [[-79.5111783165212, 43.6179537028865]], ""type"": ""MultiPoint""}"
2907,6264,LR-13809,550,Evans Ave,The East Mall,East,Evans Ave,North,10297,03,None,WR2,Existing,L0610297,,"{""coordinates"": [[-79.5436846906939, 43.6120948738264]], ""type"": ""MultiPoint""}"
2908,6265,LR-13810,560,Evans Ave,The East Mall,West,Evans Ave,North,10298,03,None,WR2,Existing,L0610298,,"{""coordinates"": [[-79.5440756618659, 43.6122091228276]], ""type"": ""MultiPoint""}"
2909,6266,LR-14106,164,Evans Ave,Evans Ave,North,Islington Ave,East,10907,03,None,WR1,Existing,L0610907,,"{""coordinates"": [[-79.5110327106275, 43.618563850745]], ""type"": ""MultiPoint""}"
2910,6267,LR-14108,20,Brow Dr,Lake Shore Blvd W,North,Brow Dr,West,10909,03,None,WR1,Existing,L0610909,,"{""coordinates"": [[-79.5451282050764, 43.5904653319416]], ""type"": ""MultiPoint""}"
2911,6268,LR-14109,2125,Lake Shore Blvd W,Lake Shore Blvd W,South,Brookers Lane,West,10910,03,None,WR1,Existing,L0610910,,"{""coordinates"": [[-79.4790196622642, 43.6269628660795]], ""type"": ""MultiPoint""}"
2912,6269,LR-14112,976,Ossington Ave,Ossington Ave,West,Hallam St,North,10892,09,None,WR3,Existing,L1910892,,"{""coordinates"": [[-79.4283090289101, 43.6681572602187]], ""type"": ""MultiPoint""}"
2913,6270,LR-14113,3225,Eglinton Ave E,Eglinton Ave E,South,Cedar Dr,East,10894,24,None,WR2,Existing,L3610894,,"{""coordinates"": [[-79.215849455761, 43.7437205392431]], ""type"": ""MultiPoint""}"
2914,6272,LR-14124,1300,Wilson Ave,Wilson Ave,North,Ridge Rd,West,T8881,06,None,WR2,Existing,L0908881,,"{""coordinates"": [[-79.4944339987998, 43.7240249885336]], ""type"": ""MultiPoint""}"
2915,6273,LR-14126,1650,The Queensway,The East Mall,West,The Queensway,North,T5055,03,None,WR2,Existing,L0505055,,"{""coordinates"": [[-79.5466634880578, 43.6168540876321]], ""type"": ""MultiPoint""}"
2916,6274,LR-14128,325,Weston Rd,Weston Rd,East,Northland Ave,South,T8751,05,None,WR1,Existing,L1108751,,"{""coordinates"": [[-79.4735620936575, 43.678678844185]], ""type"": ""MultiPoint""}"
2917,6275,LR-14136,1135,Royal York Rd,Royal York Rd,East,Royal York Crt,North,10964,02,None,WR1,Existing,L0410964,,"{""coordinates"": [[-79.5171405724741, 43.6606633726409]], ""type"": ""MultiPoint""}"
2918,6276,LR-14137,4049,Dundas St W,Dundas St W,South,Howland St,West,10965,04,None,WR2,Existing,L1310965,,"{""coordinates"": [[-79.5036169966111, 43.6636926971533]], ""type"": ""MultiPoint""}"
2919,6279,LR-14147,2688,Eglinton Ave W,Eglinton Ave W,North,Trethewey Dr,West,11260,05,Eglinton Hill,WR4,Existing,L1211260,,"{""coordinates"": [[-79.4754951048938, 43.6901618647831]], ""type"": ""MultiPoint""}"
2920,6281,LR-14155,1593,Wilson Ave,Wilson Ave,South,Dallner Rd,East,T8878,07,None,WR1,Existing,L0708878,,"{""coordinates"": [[-79.5109155177505, 43.7203372687013]], ""type"": ""MultiPoint""}"
2921,6282,LR-14629,671,Kipling Ave,Kipling Ave,West,Warnica Ave,South,11427,03,None,WR1,Existing,L0511427,,"{""coordinates"": [[-79.5273421771601, 43.6226622000327]], ""type"": ""MultiPoint""}"
2922,6283,LR-12461,18,Nightstar Rd,Nightstar Rd,North,Wharnsby Dr,East,08466,25,None,WR1,Existing,L4208466,,"{""coordinates"": [[-79.2292053065268, 43.823952100293]], ""type"": ""MultiPoint""}"
2923,6284,LR-07696,4383,Bathurst St,Bathurst St,East,Sheppard Ave W,South,00846,06,None,WR2,Existing,L1000846,,"{""coordinates"": [[-79.438189637674, 43.7551183026158]], ""type"": ""MultiPoint""}"
2924,6285,LR-07698,125,Stafford Rd,Bathurst St,East,Stafford Rd,South,00856,18,None,WR1,Existing,L2300856,,"{""coordinates"": [[-79.4418858990672, 43.7701822192918]], ""type"": ""MultiPoint""}"
2925,6286,LR-07700,4119,Bathurst St,Bathurst St,East,York Downs Dr,South,00840,06,None,WR1,Existing,L1000840,,"{""coordinates"": [[-79.4362582996973, 43.7469564911636]], ""type"": ""MultiPoint""}"
2926,6287,LR-07705,4259,Dufferin St,Dufferin St,East,Stanstead Dr,South,01950,06,DuKe Heights,WR1,Existing,L1001950,,"{""coordinates"": [[-79.4654080968871, 43.7630125186558]], ""type"": ""MultiPoint""}"
2927,6306,LR-05842,210,Church St,Church St,North,Uphill Ave,East,00878,05,None,WR1,Existing,L1100878,,"{""coordinates"": [[-79.5082558795648, 43.7087250383676]], ""type"": ""MultiPoint""}"
2928,6307,LR-05844,624,Annette St,Annette St,North,Durie St,East,00949,04,None,WR1,Existing,L1300949,,"{""coordinates"": [[-79.4821799037723, 43.6596656765774]], ""type"": ""MultiPoint""}"
2929,6308,LR-05847,167,Evelyn Ave,Annette St,South,Evelyn Ave,East,00956,04,None,WR1,Existing,L1300956,,"{""coordinates"": [[-79.4748846091646, 43.6611015153707]], ""type"": ""MultiPoint""}"
2930,6309,LR-05854,2,Woodlot Cres,Humberline Dr,North,Woodlot Cres,East,01939,01,None,WR2,Existing,L0101939,,"{""coordinates"": [[-79.61461181806, 43.7322061900399]], ""type"": ""MultiPoint""}"
2931,6310,LR-05862,29,Sombrero Crt,Steeles Ave W,South,Islington Ave,West,03397,07,None,WR2,Existing,L0703397,,"{""coordinates"": [[-79.575286087424, 43.7640883300207]], ""type"": ""MultiPoint""}"
2932,6311,LR-05868,3390,Weston Rd,Weston Rd,West,Lanyard Rd,North,03798,07,Emery Village,WR2,Existing,L0703798,,"{""coordinates"": [[-79.5418011175101, 43.7484228183495]], ""type"": ""MultiPoint""}"
2933,6312,LR-05869,212,Habitant Dr,Weston Rd,East,Habitant Dr,South,03801,07,Emery Village,WR2,Existing,L0703801,,"{""coordinates"": [[-79.5408423172293, 43.7457713099986]], ""type"": ""MultiPoint""}"
2934,6315,LR-06855,307,Sherbourne St,Sherbourne St,East,Gerrard St E,South,06815,13,None,WR2,Temporarily Removed,L2806815,,"{""coordinates"": [[-79.3720254822203, 43.6610064104288]], ""type"": ""MultiPoint""}"
2935,6316,LR-06860,335,Jarvis St,Jarvis St,East,Gerrard St E,South,06820,13,None,WR2,Existing,L2706820,,"{""coordinates"": [[-79.3756891329423, 43.6602981858441]], ""type"": ""MultiPoint""}"
2936,6317,LR-09893,2299,Bloor St W,Bloor St W,South,Durie St,West,03258,04,Bloor West Village,WR4,Existing,L1303258,,"{""coordinates"": [[-79.4791576909561, 43.6504213331166]], ""type"": ""MultiPoint""}"
2937,6318,LR-12306,1441,Lawrence Ave E,Carnforth Rd,East,Lawrence Ave E,South,T7594,16,None,WR1,Existing,L3407594,,"{""coordinates"": [[-79.3141601796741, 43.7408641494671]], ""type"": ""MultiPoint""}"
2938,6319,LR-14781,1,Ranstone Gdns,Birchmount Rd,East,Ranstone Gdns,South,11545,21,None,WR2,Temporarily Removed,L3711545,,"{""coordinates"": [[-79.2810484368395, 43.7384810427043]], ""type"": ""MultiPoint""}"
2939,6320,LR-14789,4001,Leslie St,Leslie St,East,Esther Shiner Blvd,South,11560,17,None,WR1,Existing,L2411560,,"{""coordinates"": [[-79.3640380917246, 43.7691107758318]], ""type"": ""MultiPoint""}"
2940,6321,LR-09522,None,None,York Mills Rd,South,Don Mills Rd,East,03843,16,None,WR2,Existing,L3403843,,"{""coordinates"": [[-79.3466238544191, 43.7557745984235]], ""type"": ""MultiPoint""}"
2941,6322,LR-09544,574,Danforth Rd,Danforth Rd,North,North Bonnington Ave,East,02025,20,None,WR1,Existing,L3502025,,"{""coordinates"": [[-79.2635624973299, 43.7110980384379]], ""type"": ""MultiPoint""}"
2942,6323,LR-09550,1501,Victoria Park Ave,Eglinton Ave E,South,Victoria Park Ave,East,04814,20,None,WR2,Temporarily Removed,L3504814,,"{""coordinates"": [[-79.3021994758001, 43.7245400702042]], ""type"": ""MultiPoint""}"
2943,6324,LR-08273,235,Clinton St,Harbord St,South,Clinton St,East,05588,11,None,WR1,Existing,L1905588,,"{""coordinates"": [[-79.4156163182668, 43.6602572924497]], ""type"": ""MultiPoint""}"
2944,6326,LR-14444,315,Kipling Ave,The Westway,South,Kipling Ave,West,11212,02,None,WR2,Existing,L0411212,,"{""coordinates"": [[-79.5551482093513, 43.6854184117028]], ""type"": ""MultiPoint""}"
2945,6336,LR-13929,53,Humbercrest Blvd,Humbercrest Blvd,East,Baby Point Rd,South,10509,04,None,WR1,Existing,L1310509,,"{""coordinates"": [[-79.4928612156667, 43.6558886071478]], ""type"": ""MultiPoint""}"
2946,6337,LR-07566,1733,Wilson Ave,Wilson Ave,South,Jethro Rd,East,T8863,07,None,WR1,Existing,L0708863,,"{""coordinates"": [[-79.5181020407174, 43.7187003789527]], ""type"": ""MultiPoint""}"
2947,6344,LR-13378,400,Kipling Ave,Kipling Ave,West,New Toronto St,North,09776,03,None,WR3,Existing,L0609776,,"{""coordinates"": [[-79.5196219839665, 43.6042266009525]], ""type"": ""MultiPoint""}"
2948,6345,LR-13399,83,Underhill Dr,Underhill Dr,East,Royal Doulton Dr,South,09723,16,None,WR2,Existing,L3409723,,"{""coordinates"": [[-79.325769031746, 43.7463118668296]], ""type"": ""MultiPoint""}"
2949,6346,LR-07601,35,Shoreham Dr,Jane St,East,Shoreham Dr,South,00276,07,None,WR2,Existing,L0800276,,"{""coordinates"": [[-79.5201139479605, 43.7685644720994]], ""type"": ""MultiPoint""}"
2950,6347,LR-07609,3939,Keele St,Keele St,East,Finch Ave W,North,04050,06,DuKe Heights,WR2,Temporarily Removed,L0804050,,"{""coordinates"": [[-79.4909928653226, 43.7639883919314]], ""type"": ""MultiPoint""}"
2951,6348,LR-07636,2375,Steeles Ave W,Steeles Ave W,South,Alness St,East,00305,06,DuKe Heights,WR2,Existing,L0800305,,"{""coordinates"": [[-79.4802241213448, 43.784746252431]], ""type"": ""MultiPoint""}"
2952,6353,LR-14059,218,Chambers Ave,Rogers Rd,North,Chambers Ave,West,10600,09,Rogers Road,WR1,Existing,L1210600,,"{""coordinates"": [[-79.4656656815413, 43.682343763301]], ""type"": ""MultiPoint""}"
2953,6354,LR-13244,7600,Sheppard Ave E,Sheppard Ave E,North,Morningside Ave,West,07405,25,None,WR2,Existing,L4207405,,"{""coordinates"": [[-79.2003482355522, 43.8019999495639]], ""type"": ""MultiPoint""}"
2954,6358,LR-06140,22,Willowridge Rd,Willowridge Rd,West,Richgrove Dr,North,06545,01,None,WR1,Existing,L0406545,,"{""coordinates"": [[-79.568716377465, 43.675813698365]], ""type"": ""MultiPoint""}"
2955,6359,LR-07147,1630,Albion Rd,Albion Rd,North,Martin Grove Rd,East,00063,01,None,WR2,Existing,L0100063,,"{""coordinates"": [[-79.593748306825, 43.742009293132]], ""type"": ""MultiPoint""}"
2956,6360,LR-11149,50,Yorkdale Rd,Yorkdale 401 Allen N Ramp,South,Yorkdale Rd,East,06748B,08,None,WR1,Existing,L156748B,,"{""coordinates"": [[-79.4477144124537, 43.7256391951818]], ""type"": ""MultiPoint""}"
2957,6361,LR-11184,None,None,Eglinton Ave W,South,Oakwood Ave,East,01057,12,York-Eglinton,WR1,Existing,L1501057,,"{""coordinates"": [[-79.4418228695635, 43.6974140899194]], ""type"": ""MultiPoint""}"
2958,6368,LR-11831,1,Devondale Ave,Grantbrook St,West,Devondale Ave,South,07562,18,None,WR2,Existing,L2307562,,"{""coordinates"": [[-79.4323547303296, 43.7783994500574]], ""type"": ""MultiPoint""}"
2959,6370,LR-11836,None,None,Steeles Ave E,North,Bayview Ave,West,07649,18,None,WR2,Existing,L2407649,,"{""coordinates"": [[-79.3974655282321, 43.803108262985]], ""type"": ""MultiPoint""}"
2960,6371,LR-11857,68,Fenn Ave,York Mills Rd,South,Fenn Ave,West,07689,15,None,WR2,Existing,L2507689,,"{""coordinates"": [[-79.3892380039426, 43.746894341048]], ""type"": ""MultiPoint""}"
2961,6372,LR-11859,766,Don Mills Rd,Don Mills Rd,West,Eglinton Ave E,South,07749,16,None,WR2,Existing,L2607749,,"{""coordinates"": [[-79.3366261560128, 43.7145776178468]], ""type"": ""MultiPoint""}"
2962,6373,LR-11882,1,William Morgan Dr,Overlea Blvd,North,William Morgan Dr,West,07758,15,None,WR2,Existing,L2607758,,"{""coordinates"": [[-79.3416793294288, 43.7080720445257]], ""type"": ""MultiPoint""}"
2963,6383,LR-12462,51,Old Finch Ave,Old Finch Ave,South,Baffin Crt,West,08470,25,None,WR1,Existing,L4208470,,"{""coordinates"": [[-79.2113532710826, 43.8198078272539]], ""type"": ""MultiPoint""}"
2964,6384,LR-12463,521,Sewell's Rd,Sewell's Rd,South,Glenheather Ter,West,08471,25,None,WR1,Existing,L4208471,,"{""coordinates"": [[-79.2077004357295, 43.8176597401318]], ""type"": ""MultiPoint""}"
2965,6385,LR-12467,2650,Brimley Rd,Brimley Rd,West,Finch Ave E,North,08512,23,None,WR1,Existing,L4108512,,"{""coordinates"": [[-79.2776602282028, 43.8059118205758]], ""type"": ""MultiPoint""}"
2966,6386,LR-12469,1143,Huntingwood Dr,Huntingwood Dr,South,Midland Ave,East,08509,23,None,WR2,Temporarily Removed,L4108509,,"{""coordinates"": [[-79.2816949135812, 43.7973264548674]], ""type"": ""MultiPoint""}"
2967,6387,LR-12473,36,Pebblewood Ave,Middlefield Rd,West,Pebblewood Ave,North,08504,23,None,WR2,Existing,L4108504,,"{""coordinates"": [[-79.2633776850596, 43.8233794146198]], ""type"": ""MultiPoint""}"
2968,6388,LR-12477,805,Albion Rd,Albion Rd,South,Lund Ave,East,08408,01,None,WR2,Existing,L0108408,,"{""coordinates"": [[-79.5587161359901, 43.7341243817737]], ""type"": ""MultiPoint""}"
2969,6390,LR-12482,6700,Finch Ave W,Finch Ave W,North,Humber College Blvd,West,08414,01,None,WR2,Existing,L0108414,,"{""coordinates"": [[-79.6105269935347, 43.7342894699815]], ""type"": ""MultiPoint""}"
2970,6391,LR-12487,15,Damascus Dr,Finch Ave W,North,Damascus Dr,East,08419,01,None,WR2,Temporarily Removed,L0108419,,"{""coordinates"": [[-79.5977792391682, 43.7354554573182]], ""type"": ""MultiPoint""}"
2971,6392,LR-12489,None,Albion Rd,Albion Rd,South,Claireport Cres,West,08421,01,None,WR2,Existing,L0108421,,"{""coordinates"": [[-79.6328407994694, 43.7475054881654]], ""type"": ""MultiPoint""}"
2972,6393,LR-12493,685,Military Trl,Military Trl,South,Bonspiel Dr,West,08611,24,None,WR2,Existing,L4308611,,"{""coordinates"": [[-79.1998835522277, 43.7905947187012]], ""type"": ""MultiPoint""}"
2973,6394,LR-12494,952,Brimorton Dr,Brimorton Dr,North,Curran Hall Cres,West,08613,24,None,WR2,Existing,L4308613,,"{""coordinates"": [[-79.2099792057017, 43.7712765019315]], ""type"": ""MultiPoint""}"
2974,6395,LR-12497,243,Willowdale Ave,Willowdale Ave,East,Princess Ave,South,08519,18,None,WR3,Existing,L2308519,,"{""coordinates"": [[-79.4023086994106, 43.7705041112418]], ""type"": ""MultiPoint""}"
2975,6396,LR-12503,7,Old York Mills Rd,Old York Mills Rd,South,Yonge St,East,08649,15,None,WR2,Existing,L2508649,,"{""coordinates"": [[-79.4055923731643, 43.7433749188387]], ""type"": ""MultiPoint""}"
2976,6397,LR-12505,119,York Mills Rd,York Mills Rd,South,Highland Cres,West,08653,15,None,WR3,Existing,L2508653,,"{""coordinates"": [[-79.3966063595396, 43.7453649894901]], ""type"": ""MultiPoint""}"
